,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Age,Height,Weight,Number of siblings,Gender_female,Gender_male,Left - right handed_left handed,Left - right handed_right handed,Education_college/bachelor degree,Education_currently a primary school pupil,Education_doctorate degree,Education_masters degree,Education_primary school,Education_secondary school,Only child_no,Only child_yes,Village - town_city,Village - town_village,House - block of flats_block of flats,House - block of flats_house/bungalow,cluster_label
266,3.0,2.0,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,17.0,158.0,70.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
267,2.0,1.0,2.0,2.0,2.0,3,3.0,2.0,2.0,2.0,25.0,174.0,67.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,5
268,2.0,2.0,1.0,2.0,2.0,5,1.0,2.0,2.0,3.0,20.0,170.0,58.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2
269,1.0,2.0,2.0,2.0,2.0,2,2.0,3.0,4.0,3.0,21.0,173.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
270,2.0,1.0,1.0,3.0,2.0,4,2.0,3.0,4.0,3.0,22.0,185.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
271,1.0,1.0,1.0,2.0,1.0,1,1.0,4.0,3.0,2.0,25.0,178.0,77.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
272,1.0,1.0,3.0,3.0,2.0,1,1.0,2.0,4.0,4.0,19.0,166.0,55.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
273,1.0,1.0,2.0,2.0,1.0,2,5.0,3.0,2.0,3.0,25.0,167.0,64.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
274,2.0,2.0,1.0,4.0,5.0,5,5.0,2.0,4.0,2.0,25.0,169.0,60.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
275,1.0,3.0,5.0,5.0,2.0,5,4.0,1.0,2.0,3.0,21.0,168.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2
276,2.0,2.0,2.0,3.0,2.0,3,1.0,1.0,2.0,2.0,20.0,178.0,65.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
277,3.0,3.0,3.0,3.0,3.0,3,3.0,2.0,4.0,5.0,24.0,165.0,49.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,6
278,3.0,4.0,3.0,2.0,3.0,5,4.0,2.0,4.0,4.0,30.0,160.0,47.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,6
279,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,1.0,1.0,21.0,176.0,75.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
280,4.0,4.0,5.0,5.0,5.0,2,4.0,5.0,4.0,2.0,27.0,186.0,77.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,4
281,1.0,1.0,1.0,2.0,1.0,3,1.0,1.0,1.0,3.0,21.0,172.0,68.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
282,2.0,2.0,1.0,4.0,1.0,2,2.0,1.0,4.0,1.0,22.0,160.0,65.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
283,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,4.0,2.0,19.0,180.0,80.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,4
284,1.0,2.0,3.0,4.0,1.0,1,1.0,1.0,2.0,1.0,20.0,170.0,90.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
285,4.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,4.0,23.0,175.0,79.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
286,1.0,1.0,1.0,2.0,2.0,2,2.0,3.0,3.0,2.0,20.0,167.0,57.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
287,4.0,5.0,4.0,3.0,1.0,5,3.0,3.0,5.0,4.0,21.0,168.0,60.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2
288,1.0,1.0,1.0,2.0,4.0,4,5.0,3.0,5.0,2.0,19.0,166.0,44.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,6
289,5.0,3.0,5.0,1.0,3.0,5,5.0,4.0,5.0,2.0,21.0,164.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
290,2.0,3.0,5.0,5.0,5.0,3,1.0,1.0,1.0,1.0,16.0,165.0,50.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,6
291,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,20.0,180.0,88.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
292,4.0,3.0,4.0,3.0,5.0,5,3.0,2.0,2.0,1.0,18.0,173.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,5
293,1.0,1.0,1.0,5.0,1.0,1,5.0,1.0,3.0,1.0,21.0,168.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
294,2.0,1.0,2.0,2.0,3.0,3,2.0,3.0,3.0,3.0,21.0,177.0,68.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
295,1.0,2.0,3.0,4.0,4.0,4,4.0,1.0,4.0,1.0,18.0,167.0,56.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
296,1.0,5.0,5.0,3.0,5.0,5,5.0,5.0,5.0,2.0,19.0,173.0,69.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
297,1.0,1.0,2.0,4.0,4.0,2,3.0,5.0,2.0,3.0,18.0,180.0,60.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
298,3.0,4.0,3.0,4.0,5.0,5,5.0,2.0,4.0,3.0,18.0,172.0,60.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,5
299,1.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,23.0,158.0,53.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,6
300,1.0,5.0,5.0,5.0,3.0,5,3.0,1.0,5.0,3.0,20.0,165.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
301,3.0,2.0,2.0,2.0,2.0,3,2.0,1.0,2.0,1.0,18.0,168.0,55.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2
302,3.0,3.0,3.0,5.0,5.0,5,5.0,1.0,5.0,3.0,21.0,161.0,57.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
303,2.0,2.0,4.0,3.0,5.0,2,1.0,1.0,3.0,2.0,22.0,160.0,65.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
304,1.0,1.0,1.0,5.0,5.0,3,3.0,1.0,3.0,2.0,19.0,180.0,77.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
305,3.0,3.0,5.0,3.0,4.0,4,5.0,3.0,4.0,3.0,18.0,164.0,56.0,2.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
306,2.0,2.0,2.0,2.0,3.0,2,2.0,2.0,2.0,2.0,19.0,170.0,53.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2
307,3.0,2.0,1.0,4.0,3.0,4,4.0,3.0,4.0,4.0,19.0,185.0,78.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4
308,1.0,1.0,2.0,5.0,2.0,2,2.0,3.0,3.0,4.0,20.0,184.0,80.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
309,2.0,1.0,3.0,2.0,1.0,4,5.0,5.0,5.0,3.0,19.0,170.0,56.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
310,2.0,1.0,1.0,2.0,3.0,5,2.0,2.0,3.0,2.0,18.0,184.0,83.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
311,2.0,4.0,5.0,5.0,5.0,2,1.0,2.0,5.0,2.0,18.0,173.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
312,1.0,1.0,2.0,1.0,3.0,3,2.0,5.0,3.0,2.0,19.0,176.0,62.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
313,4.0,1.0,1.0,2.0,5.0,5,4.0,1.0,3.0,3.0,18.0,180.0,74.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
314,1.0,1.0,2.0,4.0,1.0,1,1.0,4.0,1.0,3.0,19.0,175.0,70.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
315,1.0,2.0,4.0,4.0,5.0,5,4.0,4.0,4.0,5.0,19.0,164.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
316,2.0,1.0,2.0,2.0,2.0,4,3.0,3.0,3.0,2.0,18.0,163.0,58.0,6.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
317,1.0,2.0,4.0,1.0,1.0,3,3.0,2.0,4.0,2.0,18.0,162.0,54.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
318,1.0,2.0,2.0,3.0,2.0,2,1.0,4.0,2.0,2.0,19.0,170.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
319,1.0,2.0,2.0,3.0,5.0,5,5.0,1.0,3.0,2.0,20.0,157.0,43.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
320,2.0,1.0,2.0,4.0,4.0,4,3.0,1.0,3.0,4.0,19.0,185.0,70.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
321,5.0,3.0,3.0,5.0,4.0,5,4.0,1.0,4.0,3.0,26.0,163.0,55.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2
322,1.0,3.0,2.0,3.0,3.0,3,2.0,3.0,5.0,2.0,19.0,168.0,49.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
323,1.0,2.0,1.0,3.0,1.0,3,3.0,1.0,5.0,3.0,22.0,178.0,82.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,4
324,1.0,1.0,2.0,2.0,2.0,3,2.0,2.0,3.0,2.0,20.0,165.0,65.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
325,1.0,4.0,5.0,1.0,5.0,5,5.0,5.0,3.0,4.0,28.0,180.0,63.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,5
326,1.0,3.0,3.0,3.0,5.0,2,3.0,4.0,5.0,1.0,21.0,156.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,6
327,3.0,5.0,5.0,4.0,4.0,5,5.0,2.0,5.0,5.0,19.0,175.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
328,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,3.0,4.0,22.0,188.0,80.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
329,1.0,1.0,1.0,3.0,2.0,2,2.0,2.0,2.0,4.0,19.0,181.0,62.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,5
330,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,19.0,166.0,62.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
331,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,2.0,1.0,22.0,189.0,78.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
332,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2.0,2.0,29.0,189.0,96.0,3.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
333,4.0,4.0,4.0,4.0,2.0,5,1.0,3.0,5.0,5.0,18.0,164.0,60.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
334,1.0,2.0,3.0,5.0,4.0,4,5.0,3.0,5.0,1.0,22.0,172.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
335,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1.0,2.0,17.0,157.0,46.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,6
336,2.0,2.0,3.0,4.0,5.0,5,5.0,4.0,5.0,5.0,20.0,161.0,46.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6
337,3.0,1.0,5.0,2.0,1.0,3,3.0,3.0,4.0,4.0,19.0,167.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2
338,1.0,1.0,2.0,2.0,3.0,1,1.0,3.0,2.0,1.0,20.0,178.0,74.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
339,3.0,4.0,2.0,4.0,1.0,1,1.0,4.0,1.0,5.0,25.0,186.0,78.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,4
340,2.0,2.0,4.0,1.0,2.0,3,1.0,1.0,2.0,4.0,21.0,161.0,55.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
341,2.0,1.0,2.0,4.0,2.0,2,2.0,1.0,2.0,4.0,22.0,189.0,82.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
342,3.0,4.0,3.0,4.0,5.0,4,3.0,4.0,5.0,2.0,28.0,171.0,57.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
343,1.0,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2.0,22.0,177.0,75.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
344,1.0,1.0,1.0,4.0,5.0,4,2.0,5.0,5.0,1.0,20.0,160.0,49.0,2.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,6
345,2.0,1.0,1.0,2.0,5.0,5,5.0,5.0,5.0,4.0,16.0,168.0,50.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
346,2.0,5.0,3.0,2.0,5.0,1,1.0,1.0,4.0,3.0,19.0,165.0,56.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
347,2.0,1.0,2.0,3.0,4.0,3,2.0,2.0,2.0,3.0,20.0,163.0,68.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
348,2.0,1.0,1.0,4.0,2.0,3,3.0,2.0,2.0,3.0,21.0,185.0,78.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,4
349,2.0,2.0,1.0,2.0,1.0,2,2.0,3.0,3.0,1.0,19.0,165.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
350,3.0,2.0,2.0,2.0,5.0,3,3.0,2.0,3.0,3.0,25.0,170.0,52.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
351,4.0,1.0,1.0,4.0,1.0,4,3.0,3.0,4.0,3.0,19.0,170.0,50.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
352,1.0,3.0,2.0,3.0,2.0,4,4.0,2.0,3.0,3.0,19.0,172.0,58.0,2.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2
353,1.0,2.0,2.0,2.0,5.0,4,5.0,3.0,5.0,5.0,21.0,179.0,60.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
354,2.0,1.0,2.0,1.0,4.0,5,4.0,3.0,5.0,4.0,28.0,176.0,60.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,5
355,5.0,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,21.0,168.0,50.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
356,3.0,2.0,2.0,3.0,1.0,5,2.0,2.0,4.0,3.0,20.0,177.0,75.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
357,1.0,1.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,19.0,189.0,83.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
358,3.0,2.0,2.0,2.0,5.0,3,2.0,1.0,5.0,2.0,21.0,168.0,53.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
359,1.0,3.0,1.0,1.0,1.0,2,1.0,5.0,2.0,1.0,22.0,176.0,70.0,1.0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,4
360,2.0,1.0,2.0,1.0,2.0,1,2.0,2.0,4.0,2.0,19.0,185.0,75.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
361,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,3.0,20.0,178.0,74.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,4
362,2.0,3.0,3.0,3.0,4.0,4,4.0,3.0,5.0,1.0,22.0,178.0,66.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,5
363,1.0,1.0,3.0,1.0,2.0,1,1.0,1.0,3.0,3.0,19.0,187.0,69.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
364,2.0,1.0,5.0,2.0,2.0,1,1.0,3.0,2.0,3.0,18.0,171.0,62.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5
365,1.0,1.0,1.0,2.0,1.0,3,1.0,5.0,2.0,4.0,19.0,185.0,74.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4
366,4.0,2.0,5.0,2.0,5.0,5,4.0,3.0,4.0,1.0,23.0,174.0,62.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,5
367,3.0,4.0,5.0,1.0,1.0,1,3.0,2.0,4.0,5.0,20.0,157.0,57.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
368,1.0,1.0,1.0,3.0,2.0,3,1.0,3.0,1.0,2.0,18.0,165.0,57.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
369,1.0,2.0,1.0,3.0,1.0,3,1.0,1.0,4.0,3.0,20.0,185.0,85.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
370,1.0,1.0,2.0,2.0,1.0,1,1.0,3.0,1.0,3.0,20.0,180.0,68.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4
371,1.0,2.0,3.0,3.0,3.0,1,2.0,2.0,4.0,2.0,28.0,172.0,50.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
372,1.0,1.0,1.0,3.0,2.0,5,1.0,1.0,1.0,2.0,22.0,189.0,68.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
373,4.0,1.0,1.0,2.0,2.0,2,1.0,4.0,1.0,1.0,19.0,170.0,65.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
374,1.0,1.0,1.0,2.0,1.0,1,1.0,2.0,2.0,1.0,21.0,184.0,82.0,3.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
375,1.0,1.0,3.0,1.0,1.0,3,1.0,1.0,1.0,1.0,17.0,175.0,60.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
376,1.0,2.0,5.0,1.0,5.0,3,3.0,5.0,1.0,1.0,19.0,168.0,57.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
377,3.0,1.0,3.0,2.0,2.0,3,1.0,5.0,3.0,3.0,25.0,190.0,82.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
378,4.0,3.0,3.0,3.0,5.0,5,5.0,2.0,5.0,2.0,20.0,170.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
379,1.0,2.0,2.0,4.0,4.0,5,5.0,4.0,4.0,1.0,26.0,194.0,85.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
380,1.0,2.0,1.0,1.0,3.0,4,3.0,1.0,2.0,2.0,20.0,175.0,53.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
381,1.0,1.0,1.0,4.0,1.0,1,2.0,4.0,5.0,3.0,21.0,175.0,75.0,2.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,4
382,5.0,3.0,1.0,3.0,3.0,3,3.0,3.0,5.0,3.0,20.0,176.0,70.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,4
383,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,5.0,1.0,27.0,178.0,77.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,4
384,1.0,1.0,2.0,3.0,1.0,1,1.0,1.0,4.0,1.0,21.0,203.0,80.0,2.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
385,1.0,1.0,4.0,3.0,5.0,4,4.0,1.0,4.0,4.0,17.0,163.0,49.0,3.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,6
386,1.0,4.0,4.0,3.0,5.0,4,4.0,5.0,4.0,3.0,18.0,170.0,53.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2
387,3.0,2.0,2.0,3.0,2.0,3,2.0,2.0,3.0,3.0,19.0,178.0,65.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,5
388,1.0,4.0,4.0,5.0,1.0,5,1.0,3.0,5.0,5.0,21.0,167.0,63.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
389,1.0,3.0,5.0,5.0,5.0,5,4.0,5.0,4.0,5.0,20.0,170.0,55.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
390,1.0,3.0,3.0,2.0,1.0,5,3.0,5.0,4.0,3.0,20.0,173.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2
391,3.0,1.0,2.0,2.0,2.0,1,1.0,3.0,2.0,3.0,20.0,185.0,86.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
392,1.0,1.0,1.0,1.0,5.0,5,5.0,1.0,2.0,1.0,20.0,180.0,75.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,4
393,2.0,1.0,2.0,4.0,3.0,5,2.0,1.0,2.0,5.0,19.0,175.0,76.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,4
394,2.0,5.0,3.0,3.0,3.0,5,4.0,4.0,5.0,3.0,23.0,172.0,64.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,5
395,4.0,2.0,3.0,1.0,2.0,3,2.0,1.0,3.0,2.0,20.0,165.0,48.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,6
396,1.0,1.0,1.0,3.0,5.0,5,5.0,1.0,1.0,3.0,17.0,183.0,75.0,3.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4
397,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,20.0,178.0,58.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5
398,2.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,2.0,21.0,169.0,65.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
399,1.0,1.0,1.0,2.0,4.0,1,1.0,1.0,1.0,2.0,21.0,178.0,78.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4
400,3.0,3.0,4.0,3.0,5.0,5,5.0,2.0,5.0,2.0,19.0,160.0,43.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6
401,3.0,3.0,1.0,1.0,4.0,5,2.0,4.0,5.0,4.0,20.0,175.0,75.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,4
